TENAMEyNAMEyWHOLESALERyODS_AGREEyDN_DATE_TIMEyDN_DATEySHORTSEQyGRNIDyPRODyLOCyQTYyPERIDyTEIDyQTY_AVAILyQTY_SUSPyORIGINyRECTYPEyLU_IDyLOCATIONyLOC_IDyCOMMODITYyCONTAINERyVARIETYyCLASSySIZ_REFyCNT_REFyCOLORyQTY_LATEyCF_CS_FLAGyCF_SORTINGyCF_COMDTY_STRINGyCF_DAYS_ON_FLOOR
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8051y15553982yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yNARy1y1XXy*y*yy y8051yNAAR,CO150,NAR,CL 1,1XX,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8052y15553984yMOUTON CITRUS (PTyHL y50y141623y24y50y0yy1y6y261y261yNAARyCO150yTAy1y1XXy*y*yy y8052yNAAR,CO150,TA,CL 1,1XX,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y2844y15553967yMOUTON CITRUS (PTyHL y34y141623y24y34y0yy1y6y261y261yNAARyCO100yNARy1y2y*y*yy y2844yNAAR,CO100,NAR,CL 1,2,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8045y15553954yMOUTON CITRUS (PTyHL y222y141623y24y222y0yy1y6y261y261yNAARyCO100yTAy1y2y*y*yy y8045yNAAR,CO100,TA,CL 1,2,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y4567y15553961yMOUTON CITRUS (PTyHL y174y141623y24y174y0yy1y6y261y261yNAARyCO100yNARy1y1y*y*yy y4567yNAAR,CO100,NAR,CL 1,1,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y2132y15553943yMOUTON CITRUS (PTyHL y130y141623y24y130y0yy1y6y261y261yNAARyCO150yTAy1y1XXy*y*yy y2132yNAAR,CO150,TA,CL 1,1XX,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y4727y15553949yMOUTON CITRUS (PTyHL y195y141623y24y195y0yy1y6y261y261yNAARyCO150yTAy1y1XXXy*y*yy y4727yNAAR,CO150,TA,CL 1,1XXX,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y1620y15553957yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yNARy1y1XXXy*y*yy y1620yNAAR,CO150,NAR,CL 1,1XXX,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8048y15553980yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yTAy1y1Xy*y*yy y8048yNAAR,CO150,TA,CL 1,1X,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y4538y15553965yMOUTON CITRUS (PTyHL y104y141623y24y104y0yy1y6y261y261yNAARyCO100yNARy1y1Xy*y*yy y4538yNAAR,CO100,NAR,CL 1,1X,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y7256y15553951yMOUTON CITRUS (PTyHL y316y141623y24y316y0yy1y6y261y261yNAARyCO100yTAy1y1Xy*y*yy y7256yNAAR,CO100,TA,CL 1,1X,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y5764y15553945yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yTAy1y1Xy*y*yy y5764yNAAR,CO150,TA,CL 1,1X,*,*y4
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8041y15553953yMOUTON CITRUS (PTyHL y284y141623y24y284y0yy1y6y261y261yNAARyCO100yTAy1y1y*y*yy y8041yNAAR,CO100,TA,CL 1,1,*,*y4
