TENAME	NAME	WHOLESALER	ODS_AGREE	DN_DATE_TIME	DN_DATE	SHORTSEQ	GRNID	PROD	LOC	QTY	PERID	TEID	QTY_AVAIL	QTY_SUSP	ORIGIN	RECTYPE	LU_ID	LOCATION	LOC_ID	COMMODITY	CONTAINER	VARIETY	CLASS	SIZ_REF	CNT_REF	COLOR	QTY_LATE	CF_CS_FLAG	CF_SORTING	CF_COMDTY_STRING	CF_DAYS_ON_FLOOR
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	7193	15528962	ENDULINI FRUIT (P	HL 	80	80399	24	80	0		1	6	261	261	LEMS	CTT150	*	12	*	88	*		 	7193	LEMS,CTT150,*,LOWEST CLASS,*,88,*	31
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	2323	15567284	ENDULINI FRUIT (P	HL 	76	80399	24	76	0	430	1	6	261	261	LEMS	CTT150	*	1	*	56	*		 	2323	LEMS,CTT150,*,CL 1,*,56,*	10
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	3718	15567284	ENDULINI FRUIT (P	HL 	80	80399	24	80	0	430	1	6	261	261	LEMS	CTT150	*	1	*	56	*		 	3718	LEMS,CTT150,*,CL 1,*,56,*	10
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8202	15561238	ENDULINI FRUIT (P	HL 	183	80399	24	183	0		1	6	261	261	NAAR	CO100	NV	1	2	*	*		 	8202	NAAR,CO100,NV,CL 1,2,*,*	15
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			15-JUL-26	15-JUL-26	3870	15535539	ENDULINI FRUIT (P	HL 	109	80399	24	109	0		1	6	261	261	NOVA	CO150	*	1	1XXX	*	*		 	3870	NOVA,CO150,*,CL 1,1XXX,*,*	29
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8554	15561344	ENDULINI FRUIT (P	HL 	29	80399	24	29	0		1	6	261	261	ORGS	CTT150	NV	1	*	48	*		 	8554	ORGS,CTT150,NV,CL 1,*,48,*	15
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	4403	15561335	ENDULINI FRUIT (P	HL 	17	80399	24	17	0		1	6	261	261	ORGS	CTT150	NV	1	*	64	*		 	4403	ORGS,CTT150,NV,CL 1,*,64,*	15
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			28-JUL-26	28-JUL-26	8090	15558807	ENDULINI FRUIT (P	HL 	341	80399	24	341	0		1	6	261	261	ORGS	PC060	NV	2	L	*	*		 	8090	ORGS,PC060,NV,CL 2,L,*,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			28-JUL-26	28-JUL-26	8091	15558842	ENDULINI FRUIT (P	HL 	866	80399	24	866	0		1	6	261	261	ORGS	PC100	NV	2	XL	*	*		 	8091	ORGS,PC100,NV,CL 2,XL,*,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8549	15561339	ENDULINI FRUIT (P	HL 	34	80399	24	34	0		1	6	261	261	ORGS	CTT150	NV	1	*	56	*		 	8549	ORGS,CTT150,NV,CL 1,*,56,*	15
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	26	15549266	FRAAIUITZICHT BEL	HL 	730	80399	24	730	0		1	6	261	261	LEMS	PC010	*	1	*	*	*		 	26	LEMS,PC010,*,CL 1,*,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	198	15549267	FRAAIUITZICHT BEL	HL 	895	80399	24	895	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	198	LEMS,PC020,*,*,*,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	443	15549269	FRAAIUITZICHT BEL	HL 	164	80399	24	164	0		1	6	261	261	LEMS	PC030	*	0	*	*	*		 	443	LEMS,PC030,*,*,*,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	6783	15511323	FRAAIUITZICHT BEL	HL 	662	80399	24	662	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	6783	LEMS,PC020,*,*,*,*,*	42
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	3846	15511331	FRAAIUITZICHT BEL	HL 	268	80399	24	268	0		1	6	261	261	LEMS	PC030	*	0	*	*	*		 	3846	LEMS,PC030,*,*,*,*,*	42
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	8756	15511336	FRAAIUITZICHT BEL	HL 	291	80399	24	291	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	8756	LEMS,PC020,*,*,*,*,*	42
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	3122	15548519	FRAAIUITZICHT BEL	HL 	19	80399	24	19	0		1	6	261	261	ORGS	PC070	VA	2	L	*	*		 	3122	ORGS,PC070,VA,CL 2,L,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	6284	15548532	FRAAIUITZICHT BEL	HL 	20	80399	24	20	0		1	6	261	261	ORGS	PC070	VA	2	XL	*	*		 	6284	ORGS,PC070,VA,CL 2,XL,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	3412	15548523	FRAAIUITZICHT BEL	HL 	1	80399	24	1	0		1	6	261	261	ORGS	PC070	VA	2	S	*	*		 	3412	ORGS,PC070,VA,CL 2,S,*,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	7309	15583546	GOLDI LEGACY	HL 	34	80399	24	34	0		1	6	261	261	AVOS	BG160	AH	2	M	*	*		 	7309	AVOS,BG160,AH,CL 2,M,*,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	7037	15583490	GOLDI LEGACY	HL 	123	80399	24	123	0		1	6	261	261	AVOS	TR040	AH	2	*	24	*		 	7037	AVOS,TR040,AH,CL 2,*,24,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	7348	15583553	GOLDI LEGACY	HL 	56	80399	24	56	0		1	6	261	261	AVOS	SP200	AH	2	*	*	*		 	7348	AVOS,SP200,AH,CL 2,*,*,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	5451	15583497	GOLDI LEGACY	HL 	51	80399	24	51	0		1	6	261	261	AVOS	TR040	AH	1	*	22	*		 	5451	AVOS,TR040,AH,CL 1,*,22,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	7187	15583503	GOLDI LEGACY	HL 	172	80399	24	172	0		1	6	261	261	AVOS	TR040	AH	2	*	20	*		 	7187	AVOS,TR040,AH,CL 2,*,20,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-AUG-26	11-AUG-26	7191	15583507	GOLDI LEGACY	HL 	5	80399	24	5	0		1	6	261	261	AVOS	TR040	AH	2	*	18	*		*	7191	AVOS,TR040,AH,CL 2,*,18,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	8102	15586023	H L HALL & SONS L	HL 	256	80399	24	256	0		1	6	261	261	AVOS	BG170	AH	2	M	*	*		 	8102	AVOS,BG170,AH,CL 2,M,*,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	8830	15565760	MEL CITY FRUIT & 	HL 	45	80399	24	45	0		1	6	261	261	NAAR	EC020	NAR	1	*	16	*		 	8830	NAAR,EC020,NAR,CL 1,*,16,*	12
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			10-AUG-26	10-AUG-26	271	15581296	MILLHART FARMING 	HL 	143	80399	24	143	0		1	6	261	261	BERS	PTB025	*	0	*	20	*		 	271	BERS,PTB025,*,*,*,20,*	3
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	6641	15567225	MILLHART FARMING 	HL 	16	80399	24	16	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	6641	BERS,PTB025,*,*,*,16,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			31-JUL-26	31-JUL-26	3168	15564276	OPKOMS BELLEGINGS	HL 	5	80399	24	5	0		1	6	261	261	AVOS	BG150	AX	2	M	*	*		 	3168	AVOS,BG150,AX,CL 2,M,*,*	13
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	280	15539917	POTGIETER BOERDER	HL 	62	80399	24	62	0		1	6	261	261	AVOS	TR040	AF	1	*	22	*		 	280	AVOS,TR040,AF,CL 1,*,22,*	26
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	8017	15585798	SAMPADA AGRI (PTY	HL 	234	80399	24	234	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	8017	BERS,PTB025,*,*,*,16,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			04-AUG-26	04-AUG-26	5721	15571540	SAMPADA AGRI (PTY	HL 	77	80399	24	77	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	5721	BERS,PTB025,*,*,*,16,*	9
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			07-AUG-26	07-AUG-26	3486	15578615	SAMPADA AGRI (PTY	HL 	390	80399	24	390	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	3486	BERS,PTB025,*,*,*,16,*	6
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			19-JUN-26	19-JUN-26	2178	15491914	SRCC MARKETING (P	HL 	550	80399	24	550	0		1	6	261	261	LEMS	CTT150	*	2	*	48	*		 	2178	LEMS,CTT150,*,CL 2,*,48,*	55
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-MAY-26	29-MAY-26	6506	15455290	SRCC MARKETING (P	HL 	586	80399	24	586	0		1	6	261	261	LEMS	CTT150	*	2	*	48	*		 	6506	LEMS,CTT150,*,CL 2,*,48,*	76
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9288	15483836	SRCC MARKETING (P	HL 	72	80399	24	72	0		1	6	261	261	LEMS	CTT150	*	1	*	48	*		 	9288	LEMS,CTT150,*,CL 1,*,48,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9302	15483854	SRCC MARKETING (P	HL 	65	80399	24	65	0		1	6	261	261	LEMS	CTT150	*	2	*	56	*		 	9302	LEMS,CTT150,*,CL 2,*,56,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9296	15483841	SRCC MARKETING (P	HL 	271	80399	24	271	0		1	6	261	261	LEMS	CTT150	*	1	*	56	*		 	9296	LEMS,CTT150,*,CL 1,*,56,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9246	15483757	SRCC MARKETING (P	HL 	4	80399	24	4	0		1	6	261	261	NOVA	DL076	*	1	1XXX	*	*		 	9246	NOVA,DL076,*,CL 1,1XXX,*,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9240	15483754	SRCC MARKETING (P	HL 	1	80399	24	1	0		1	6	261	261	NOVA	DL076	*	1	1XX	*	*		 	9240	NOVA,DL076,*,CL 1,1XX,*,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9251	15483766	SRCC MARKETING (P	HL 	102	80399	24	102	0		1	6	261	261	NOVA	DL076	*	1	1XX	*	*		 	9251	NOVA,DL076,*,CL 1,1XX,*,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9249	15483760	SRCC MARKETING (P	HL 	24	80399	24	24	0		1	6	261	261	NOVA	DL076	*	1	1	*	*		 	9249	NOVA,DL076,*,CL 1,1,*,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9200	15483632	SUNDAYS RIVER CIT	HL 	68	80399	24	68	0		1	6	261	261	LEMS	CTT150	*	1	*	56	*		 	9200	LEMS,CTT150,*,CL 1,*,56,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9207	15483654	SUNDAYS RIVER CIT	HL 	84	80399	24	84	0		1	6	261	261	LEMS	CTT150	*	12	*	75	*		 	9207	LEMS,CTT150,*,LOWEST CLASS,*,75,*	60
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	8131	15586251	THE FRUIT FARM GR	HL 	319	80399	24	319	0		1	6	261	261	AVOS	BG160	AK	2	M	*	*		 	8131	AVOS,BG160,AK,CL 2,M,*,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			19-JUL-26	19-JUL-26	1194	15541216	WESTFALIA MARKETI	HL 	46	80399	24	46	0		1	6	261	261	AVOS	BG150	AK	2	M	*	*		 	1194	AVOS,BG150,AK,CL 2,M,*,*	25
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			28-JUL-26	28-JUL-26	737	15572034	WESTFALIA MARKETI	HL 	30	80399	24	30	0		1	6	261	261	AVOS	SP170	AK	2	*	*	*		 	737	AVOS,SP170,AK,CL 2,*,*,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			04-AUG-26	04-AUG-26	6313	15569242	WESTFALIA MARKETI	HL 	151	80399	24	151	0		1	6	261	261	AVOS	TR040	AF	2	*	10	*		 	6313	AVOS,TR040,AF,CL 2,*,10,*	9
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	1930	15559129	WESTFALIA MARKETI	HL 	24	80399	24	24	0		1	6	261	261	AVOS	BG160	AH	2	M	*	*		 	1930	AVOS,BG160,AH,CL 2,M,*,*	15
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	6239	15583272	ZZ2 - WAGENDRIFT	HL 	264	80399	24	264	0		1	6	261	261	AVOS	TR040	AF	1	*	22	*		 	6239	AVOS,TR040,AF,CL 1,*,22,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	6317	15583282	ZZ2 - WAGENDRIFT	HL 	38	80399	24	38	0		1	6	261	261	AVOS	TR040	AF	1	*	8	*		 	6317	AVOS,TR040,AF,CL 1,*,8,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	6255	15583275	ZZ2 - WAGENDRIFT	HL 	78	80399	24	78	0		1	6	261	261	AVOS	TR040	AF	1	*	12	*		 	6255	AVOS,TR040,AF,CL 1,*,12,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	6305	15583279	ZZ2 - WAGENDRIFT	HL 	40	80399	24	40	0		1	6	261	261	AVOS	TR040	AF	1	*	14	*		 	6305	AVOS,TR040,AF,CL 1,*,14,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-AUG-26	12-AUG-26	6348	15583290	ZZ2 - WAGENDRIFT	HL 	194	80399	24	194	0		1	6	261	261	AVOS	TR040	AF	1	*	10	*		 	6348	AVOS,TR040,AF,CL 1,*,10,*	1
